406, 51869, 509
406, 51876, 509
406, 51900, 515
406, 52238, 502
2637, 54504, 542
406, 51817, 552
406, 51869, 558
406, 51876, 557
406, 51900, 543
406, 52238, 557
2067, 53738, 261
454, 51908, 181
2067, 53738, 287
454, 51908, 185
2067, 53738, 325
2067, 53738, 237
454, 51908, 477
2067, 53738, 370
454, 51908, 443
406, 51817, 76
406, 51869, 80
406, 51876, 80
406, 51900, 80
406, 52238, 76
2636, 54082, 56
2067, 53738, 480
704, 52205, 616
705, 52200, 336
1071, 52641, 360
2636, 54082, 624
2634, 54110, 589
704, 52205, 618
406, 51817, 34
406, 51869, 34
406, 51876, 33
406, 51900, 34
406, 52238, 40
406, 51817, 17
406, 51869, 18
406, 51876, 1
406, 51900, 18
406, 52238, 15
454, 51908, 512
2067, 53738, 175
454, 51908, 518
2399, 53764, 353
705, 52200, 216
454, 51908, 560
2399, 53764, 376
454, 51908, 549
2067, 53738, 132
2399, 53764, 364
2399, 53764, 173
2399, 53764, 421
2399, 53764, 455
2067, 53738, 58
454, 51908, 67
455, 51909, 349
2067, 53738, 600
2399, 53764, 478
407, 51820, 507
407, 51820, 145
2379, 53762, 501
705, 52200, 105
705, 52200, 573
2067, 53738, 586
705, 52200, 552
2399, 53764, 146
2399, 53764, 185
2399, 53764, 493
705, 52200, 585
706, 52199, 349
2444, 54082, 348
706, 52199, 322
2399, 53764, 553
455, 51909, 249
2399, 53764, 535
2444, 54082, 330
2399, 53764, 93
2444, 54082, 336
2399, 53764, 37
2399, 53764, 81
455, 51909, 212
2444, 54082, 289
455, 51909, 405
407, 51820, 615
705, 52200, 608
706, 52199, 338
408, 51821, 329
407, 51820, 29
407, 51820, 39
2444, 54082, 233
455, 51909, 461
706, 52199, 362
2444, 54082, 195
2444, 54082, 401
408, 51821, 420
2444, 54082, 458
2444, 54082, 465
408, 51821, 205
408, 51821, 464
408, 51821, 461
2442, 54065, 126
408, 51821, 177
2444, 54082, 489
2444, 54082, 532
408, 51821, 486
455, 51909, 604
2444, 54082, 86
408, 51821, 145
2444, 54082, 484
456, 51910, 318
2444, 54082, 570
2444, 54082, 51
408, 51821, 533
408, 51821, 148
2444, 54082, 55
408, 51821, 111
2444, 54082, 68
2444, 54082, 6
456, 51910, 372
2444, 54082, 75
408, 51821, 15
2444, 54082, 583
408, 51821, 68
408, 51821, 76
409, 51871, 290
707, 52177, 300
456, 51910, 221
707, 52177, 373
707, 52177, 410
408, 51821, 23
707, 52177, 233
409, 51871, 390
456, 51910, 447
456, 51910, 155
456, 51910, 537
707, 52177, 506
2398, 53768, 281
456, 51910, 109
456, 51910, 117
409, 51871, 539
707, 52177, 72
1069, 52590, 151
707, 52177, 576
2398, 53768, 243
409, 51871, 142
708, 52175, 322
708, 52175, 315
707, 52177, 47
2398, 53768, 360
457, 51901, 325
707, 52177, 12
708, 52175, 282
456, 51910, 36
2398, 53768, 365
2398, 53768, 343
409, 51871, 592
708, 52175, 385
2398, 53768, 395
2398, 53768, 419
457, 51901, 235
410, 51816, 390
410, 51877, 388
708, 52175, 421
2398, 53768, 399
457, 51901, 220
457, 51901, 478
2398, 53768, 432
1069, 52590, 639
708, 52175, 178
708, 52175, 166
2398, 53768, 151
410, 51816, 193
410, 51877, 187
2398, 53768, 460
1068, 52614, 444
2398, 53768, 552
410, 51816, 219
410, 51877, 206
457, 51901, 446
457, 51901, 456
410, 51816, 139
410, 51877, 133
457, 51901, 153
410, 51816, 135
410, 51877, 122
708, 52175, 553
457, 51901, 97
2322, 53727, 290
410, 51816, 499
410, 51877, 498
2398, 53768, 74
2398, 53768, 582
410, 51816, 503
410, 51877, 513
2398, 53768, 62
457, 51901, 522
2322, 53727, 248
410, 51816, 501
410, 51877, 506
2398, 53768, 496
457, 51901, 66
2398, 53768, 87
410, 51816, 573
410, 51877, 572
2398, 53768, 76
410, 51816, 578
410, 51877, 580
410, 51816, 49
410, 51877, 46
709, 52205, 287
2398, 53768, 38
2398, 53768, 40
410, 51816, 63
410, 51877, 74
2443, 54082, 307
2443, 54082, 343
709, 52205, 248
2322, 53727, 222
2322, 53727, 226
2322, 53727, 431
2443, 54082, 271
410, 51816, 23
410, 51877, 31
2322, 53727, 239
2322, 53727, 479
2322, 53727, 237
458, 51929, 286
2443, 54082, 264
2443, 54082, 247
2443, 54082, 340
2443, 54082, 330
2443, 54082, 382
2443, 54082, 325
709, 52205, 162
2322, 53727, 138
2322, 53727, 128
2443, 54082, 375
2307, 53710, 522
2322, 53727, 90
709, 52205, 535
709, 52205, 519
2443, 54082, 413
458, 51929, 188
2443, 54082, 474
411, 51817, 178
411, 51873, 177
709, 52205, 118
710, 52203, 358
2443, 54082, 465
2068, 53386, 329
709, 52205, 573
2322, 53727, 598
709, 52205, 559
458, 51929, 177
709, 52205, 107
2068, 53386, 230
2443, 54082, 121
709, 52205, 598
710, 52203, 344
458, 51929, 178
2443, 54082, 529
458, 51929, 150
458, 51929, 148
458, 51929, 525
2068, 53386, 251
709, 52205, 20
710, 52203, 263
458, 51929, 560
2068, 53386, 187
710, 52203, 261
458, 51929, 578
458, 51929, 562
710, 52203, 248
2068, 53386, 443
412, 51931, 340
412, 52235, 323
412, 52250, 336
412, 52254, 328
412, 52258, 336
458, 51929, 627
458, 51929, 9
710, 52203, 474
2068, 53386, 441
710, 52203, 409
2443, 54082, 606
2068, 53386, 162
710, 52203, 202
710, 52203, 465
459, 51924, 399
459, 51924, 306
2068, 53386, 142
2443, 54082, 620
2417, 53766, 349
2443, 54082, 30
2443, 54082, 590
2340, 53733, 380
2340, 53733, 392
2443, 54082, 599
412, 51931, 404
412, 52235, 415
412, 52250, 405
412, 52254, 412
412, 52258, 412
2068, 53386, 579
2340, 53733, 366
1066, 52589, 475
2068, 53386, 115
2340, 53733, 265
2417, 53766, 273
459, 51924, 271
2443, 54082, 31
2417, 53766, 335
2340, 53733, 178
2417, 53766, 340
710, 52203, 548
2068, 53386, 75
2340, 53733, 236
710, 52203, 570
2068, 53386, 609
1066, 52589, 119
2340, 53733, 426
459, 51924, 456
2340, 53733, 515
459, 51924, 200
459, 51924, 459
2417, 53766, 428
412, 51931, 614
412, 52235, 562
412, 52250, 611
412, 52254, 565
412, 52258, 611
710, 52203, 603
1179, 52637, 626
459, 51924, 467
2340, 53733, 475
2417, 53766, 471
2397, 53763, 413
2340, 53733, 551
2417, 53766, 216
711, 52202, 327
2068, 53386, 638
413, 51821, 344
413, 51929, 347
2417, 53766, 461
459, 51924, 95
2340, 53733, 105
711, 52202, 399
711, 52202, 229
803, 52264, 10
803, 52318, 37
2417, 53766, 153
2340, 53733, 586
2417, 53766, 141
459, 51924, 569
459, 51924, 559
2340, 53733, 531
711, 52202, 421
2417, 53766, 85
2417, 53766, 123
711, 52202, 376
1066, 52589, 608
459, 51924, 45
711, 52202, 203
2340, 53733, 26
711, 52202, 471
2335, 53730, 7
2417, 53766, 580
2417, 53766, 59
2340, 53733, 613
2335, 53730, 67
2417, 53766, 578
711, 52202, 445
804, 52266, 411
804, 52286, 411
711, 52202, 155
413, 51821, 466
413, 51929, 471
711, 52202, 131
460, 51924, 267
413, 51821, 483
413, 51929, 494
1666, 52991, 233
413, 51821, 486
413, 51929, 483
1180, 52995, 491
2417, 53766, 546
711, 52202, 577
2339, 53729, 311
413, 51821, 176
413, 51929, 167
2417, 53766, 8
460, 51924, 257
460, 51924, 271
711, 52202, 63
460, 51924, 379
460, 51924, 364
2339, 53729, 262
460, 51924, 372
2397, 53763, 2
413, 51821, 578
413, 51929, 580
711, 52202, 19
414, 51869, 323
414, 51901, 351
711, 52202, 609
712, 52179, 336
712, 52199, 338
460, 51924, 412
2339, 53729, 437
2339, 53729, 226
413, 51821, 19
413, 51929, 20
460, 51924, 414
712, 52179, 373
712, 52199, 380
2339, 53729, 255
460, 51924, 410
460, 51924, 81
712, 52179, 426
712, 52199, 427
413, 51821, 79
413, 51929, 74
460, 51924, 494
460, 51924, 96
2339, 53729, 189
414, 51869, 291
414, 51901, 320
712, 52179, 465
712, 52199, 464
2339, 53729, 455
2339, 53729, 190
2339, 53729, 135
414, 51869, 222
414, 51901, 205
460, 51924, 583
460, 51924, 1
414, 51869, 175
414, 51901, 145
414, 51869, 477
414, 51901, 455
1181, 53358, 496
2339, 53729, 522
1181, 53358, 490
414, 51869, 467
414, 51901, 454
2049, 53350, 349
712, 52179, 522
712, 52199, 522
2339, 53729, 50
2334, 53713, 575
2334, 53730, 580
712, 52179, 576
712, 52199, 576
460, 51924, 629
2339, 53729, 506
460, 51924, 23
461, 51910, 304
712, 52179, 555
712, 52199, 551
2049, 53350, 387
2339, 53729, 507
461, 51910, 348
460, 51924, 33
713, 52178, 308
460, 51924, 627
461, 51910, 360
2339, 53729, 613
2069, 53376, 384
2339, 53729, 71
1064, 52577, 17
2334, 53713, 629
2334, 53730, 633
414, 51869, 604
414, 51901, 623
2069, 53376, 369
414, 51869, 37
414, 51901, 17
2069, 53376, 228
2069, 53376, 477
414, 51869, 583
414, 51901, 562
414, 51869, 581
414, 51901, 564
2069, 53376, 475
2069, 53376, 478
713, 52178, 240
2069, 53376, 162
810, 52326, 395
810, 52672, 389
415, 51810, 322
415, 51879, 337
2049, 53350, 454
2069, 53376, 140
2049, 53350, 124
415, 51810, 206
415, 51879, 206
415, 51810, 421
415, 51879, 426
2069, 53376, 458
713, 52178, 401
2069, 53376, 145
713, 52178, 182
2049, 53350, 458
1063, 52591, 373
415, 51810, 211
